organization_id,organization_name,organization_name_normalized,organization_name_search_key,organization_type_code,organization_level,parent_organization_id,province_name,management
BCA-DISTRICT-DEPARTMENT-000407,Đội Tổng hợp - Công an huyện Chương Mỹ,đội tổng hợp công an huyện chương mỹ,doi tong hop cong an huyen chuong my,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000405,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000408,Đội An ninh - Công an huyện Chương Mỹ,đội an ninh công an huyện chương mỹ,doi an ninh cong an huyen chuong my,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000405,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000409,Đội Điều tra tổng hợp - Công an huyện Chương Mỹ,đội điều tra tổng hợp công an huyện chương mỹ,doi dieu tra tong hop cong an huyen chuong my,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000405,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000410,Đội Cảnh sát hình sự - Công an huyện Chương Mỹ,đội cảnh sát hình sự công an huyện chương mỹ,doi canh sat hinh su cong an huyen chuong my,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000405,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000411,Đội Cảnh sát điều tra tội phạm về kinh tế - ma túy - Công an huyện Chương Mỹ,đội cảnh sát điều tra tội phạm về kinh tế ma túy công an huyện chương mỹ,doi canh sat dieu tra toi pham ve kinh te ma tuy cong an huyen chuong my,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000405,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000412,Đội Cảnh sát QLHC về TTXH - Công an huyện Chương Mỹ,đội cảnh sát qlhc về ttxh công an huyện chương mỹ,doi canh sat qlhc ve ttxh cong an huyen chuong my,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000405,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000413,Đội Cảnh sát Giao thông - Trật tự - Công an huyện Chương Mỹ,đội cảnh sát giao thông trật tự công an huyện chương mỹ,doi canh sat giao thong trat tu cong an huyen chuong my,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000405,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000414,Đội Cảnh sát PCCC và CNCH - Công an huyện Chương Mỹ,đội cảnh sát pccc và cnch công an huyện chương mỹ,doi canh sat pccc va cnch cong an huyen chuong my,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000405,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000415,Đội Cảnh sát thi hành án hình sự và HTTP - Công an huyện Chương Mỹ,đội cảnh sát thi hành án hình sự và http công an huyện chương mỹ,doi canh sat thi hanh an hinh su va http cong an huyen chuong my,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000405,Hà Nội,BCA
BQP-DISTRICT-DEPARTMENT-000416,Ban Tham mưu - Ban Chỉ huy Quân sự huyện Chương Mỹ,ban tham mưu ban chỉ huy quân sự huyện chương mỹ,ban tham muu ban chi huy quan su huyen chuong my,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000406,Hà Nội,BQP
BQP-DISTRICT-DEPARTMENT-000417,Ban Chính trị - Ban Chỉ huy Quân sự huyện Chương Mỹ,ban chính trị ban chỉ huy quân sự huyện chương mỹ,ban chinh tri ban chi huy quan su huyen chuong my,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000406,Hà Nội,BQP
BQP-DISTRICT-DEPARTMENT-000418,Ban Hậu cần - Kỹ thuật - Ban Chỉ huy Quân sự huyện Chương Mỹ,ban hậu cần kỹ thuật ban chỉ huy quân sự huyện chương mỹ,ban hau can ky thuat ban chi huy quan su huyen chuong my,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000406,Hà Nội,BQP
BCA-DISTRICT-000419,Công an huyện Thanh Oai,công an huyện thanh oai,cong an huyen thanh oai,POLICE_DISTRICT,DISTRICT,BCA-PROVINCE-000035,Hà Nội,BCA
BQP-DISTRICT-000420,Ban Chỉ huy Quân sự huyện Thanh Oai,ban chỉ huy quân sự huyện thanh oai,ban chi huy quan su huyen thanh oai,MILITARY_DISTRICT,DISTRICT,BQP-PROVINCE-000036,Hà Nội,BQP
BCA-DISTRICT-DEPARTMENT-000421,Đội Tổng hợp - Công an huyện Thanh Oai,đội tổng hợp công an huyện thanh oai,doi tong hop cong an huyen thanh oai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000419,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000422,Đội An ninh - Công an huyện Thanh Oai,đội an ninh công an huyện thanh oai,doi an ninh cong an huyen thanh oai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000419,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000423,Đội Điều tra tổng hợp - Công an huyện Thanh Oai,đội điều tra tổng hợp công an huyện thanh oai,doi dieu tra tong hop cong an huyen thanh oai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000419,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000424,Đội Cảnh sát hình sự - Công an huyện Thanh Oai,đội cảnh sát hình sự công an huyện thanh oai,doi canh sat hinh su cong an huyen thanh oai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000419,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000425,Đội Cảnh sát điều tra tội phạm về kinh tế - ma túy - Công an huyện Thanh Oai,đội cảnh sát điều tra tội phạm về kinh tế ma túy công an huyện thanh oai,doi canh sat dieu tra toi pham ve kinh te ma tuy cong an huyen thanh oai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000419,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000426,Đội Cảnh sát QLHC về TTXH - Công an huyện Thanh Oai,đội cảnh sát qlhc về ttxh công an huyện thanh oai,doi canh sat qlhc ve ttxh cong an huyen thanh oai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000419,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000427,Đội Cảnh sát Giao thông - Trật tự - Công an huyện Thanh Oai,đội cảnh sát giao thông trật tự công an huyện thanh oai,doi canh sat giao thong trat tu cong an huyen thanh oai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000419,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000428,Đội Cảnh sát PCCC và CNCH - Công an huyện Thanh Oai,đội cảnh sát pccc và cnch công an huyện thanh oai,doi canh sat pccc va cnch cong an huyen thanh oai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000419,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000429,Đội Cảnh sát thi hành án hình sự và HTTP - Công an huyện Thanh Oai,đội cảnh sát thi hành án hình sự và http công an huyện thanh oai,doi canh sat thi hanh an hinh su va http cong an huyen thanh oai,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000419,Hà Nội,BCA
BQP-DISTRICT-DEPARTMENT-000430,Ban Tham mưu - Ban Chỉ huy Quân sự huyện Thanh Oai,ban tham mưu ban chỉ huy quân sự huyện thanh oai,ban tham muu ban chi huy quan su huyen thanh oai,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000420,Hà Nội,BQP
BQP-DISTRICT-DEPARTMENT-000431,Ban Chính trị - Ban Chỉ huy Quân sự huyện Thanh Oai,ban chính trị ban chỉ huy quân sự huyện thanh oai,ban chinh tri ban chi huy quan su huyen thanh oai,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000420,Hà Nội,BQP
BQP-DISTRICT-DEPARTMENT-000432,Ban Hậu cần - Kỹ thuật - Ban Chỉ huy Quân sự huyện Thanh Oai,ban hậu cần kỹ thuật ban chỉ huy quân sự huyện thanh oai,ban hau can ky thuat ban chi huy quan su huyen thanh oai,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000420,Hà Nội,BQP
BCA-DISTRICT-000433,Công an huyện Thường Tín,công an huyện thường tín,cong an huyen thuong tin,POLICE_DISTRICT,DISTRICT,BCA-PROVINCE-000035,Hà Nội,BCA
BQP-DISTRICT-000434,Ban Chỉ huy Quân sự huyện Thường Tín,ban chỉ huy quân sự huyện thường tín,ban chi huy quan su huyen thuong tin,MILITARY_DISTRICT,DISTRICT,BQP-PROVINCE-000036,Hà Nội,BQP
BCA-DISTRICT-DEPARTMENT-000435,Đội Tổng hợp - Công an huyện Thường Tín,đội tổng hợp công an huyện thường tín,doi tong hop cong an huyen thuong tin,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000433,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000436,Đội An ninh - Công an huyện Thường Tín,đội an ninh công an huyện thường tín,doi an ninh cong an huyen thuong tin,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000433,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000437,Đội Điều tra tổng hợp - Công an huyện Thường Tín,đội điều tra tổng hợp công an huyện thường tín,doi dieu tra tong hop cong an huyen thuong tin,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000433,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000438,Đội Cảnh sát hình sự - Công an huyện Thường Tín,đội cảnh sát hình sự công an huyện thường tín,doi canh sat hinh su cong an huyen thuong tin,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000433,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000439,Đội Cảnh sát điều tra tội phạm về kinh tế - ma túy - Công an huyện Thường Tín,đội cảnh sát điều tra tội phạm về kinh tế ma túy công an huyện thường tín,doi canh sat dieu tra toi pham ve kinh te ma tuy cong an huyen thuong tin,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000433,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000440,Đội Cảnh sát QLHC về TTXH - Công an huyện Thường Tín,đội cảnh sát qlhc về ttxh công an huyện thường tín,doi canh sat qlhc ve ttxh cong an huyen thuong tin,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000433,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000441,Đội Cảnh sát Giao thông - Trật tự - Công an huyện Thường Tín,đội cảnh sát giao thông trật tự công an huyện thường tín,doi canh sat giao thong trat tu cong an huyen thuong tin,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000433,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000442,Đội Cảnh sát PCCC và CNCH - Công an huyện Thường Tín,đội cảnh sát pccc và cnch công an huyện thường tín,doi canh sat pccc va cnch cong an huyen thuong tin,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000433,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000443,Đội Cảnh sát thi hành án hình sự và HTTP - Công an huyện Thường Tín,đội cảnh sát thi hành án hình sự và http công an huyện thường tín,doi canh sat thi hanh an hinh su va http cong an huyen thuong tin,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000433,Hà Nội,BCA
BQP-DISTRICT-DEPARTMENT-000444,Ban Tham mưu - Ban Chỉ huy Quân sự huyện Thường Tín,ban tham mưu ban chỉ huy quân sự huyện thường tín,ban tham muu ban chi huy quan su huyen thuong tin,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000434,Hà Nội,BQP
BQP-DISTRICT-DEPARTMENT-000445,Ban Chính trị - Ban Chỉ huy Quân sự huyện Thường Tín,ban chính trị ban chỉ huy quân sự huyện thường tín,ban chinh tri ban chi huy quan su huyen thuong tin,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000434,Hà Nội,BQP
BQP-DISTRICT-DEPARTMENT-000446,Ban Hậu cần - Kỹ thuật - Ban Chỉ huy Quân sự huyện Thường Tín,ban hậu cần kỹ thuật ban chỉ huy quân sự huyện thường tín,ban hau can ky thuat ban chi huy quan su huyen thuong tin,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000434,Hà Nội,BQP
BCA-DISTRICT-000447,Công an huyện Phú Xuyên,công an huyện phú xuyên,cong an huyen phu xuyen,POLICE_DISTRICT,DISTRICT,BCA-PROVINCE-000035,Hà Nội,BCA
BQP-DISTRICT-000448,Ban Chỉ huy Quân sự huyện Phú Xuyên,ban chỉ huy quân sự huyện phú xuyên,ban chi huy quan su huyen phu xuyen,MILITARY_DISTRICT,DISTRICT,BQP-PROVINCE-000036,Hà Nội,BQP
BCA-DISTRICT-DEPARTMENT-000449,Đội Tổng hợp - Công an huyện Phú Xuyên,đội tổng hợp công an huyện phú xuyên,doi tong hop cong an huyen phu xuyen,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000447,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000450,Đội An ninh - Công an huyện Phú Xuyên,đội an ninh công an huyện phú xuyên,doi an ninh cong an huyen phu xuyen,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000447,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000451,Đội Điều tra tổng hợp - Công an huyện Phú Xuyên,đội điều tra tổng hợp công an huyện phú xuyên,doi dieu tra tong hop cong an huyen phu xuyen,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000447,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000452,Đội Cảnh sát hình sự - Công an huyện Phú Xuyên,đội cảnh sát hình sự công an huyện phú xuyên,doi canh sat hinh su cong an huyen phu xuyen,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000447,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000453,Đội Cảnh sát điều tra tội phạm về kinh tế - ma túy - Công an huyện Phú Xuyên,đội cảnh sát điều tra tội phạm về kinh tế ma túy công an huyện phú xuyên,doi canh sat dieu tra toi pham ve kinh te ma tuy cong an huyen phu xuyen,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000447,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000454,Đội Cảnh sát QLHC về TTXH - Công an huyện Phú Xuyên,đội cảnh sát qlhc về ttxh công an huyện phú xuyên,doi canh sat qlhc ve ttxh cong an huyen phu xuyen,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000447,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000455,Đội Cảnh sát Giao thông - Trật tự - Công an huyện Phú Xuyên,đội cảnh sát giao thông trật tự công an huyện phú xuyên,doi canh sat giao thong trat tu cong an huyen phu xuyen,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000447,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000456,Đội Cảnh sát PCCC và CNCH - Công an huyện Phú Xuyên,đội cảnh sát pccc và cnch công an huyện phú xuyên,doi canh sat pccc va cnch cong an huyen phu xuyen,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000447,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000457,Đội Cảnh sát thi hành án hình sự và HTTP - Công an huyện Phú Xuyên,đội cảnh sát thi hành án hình sự và http công an huyện phú xuyên,doi canh sat thi hanh an hinh su va http cong an huyen phu xuyen,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000447,Hà Nội,BCA
BQP-DISTRICT-DEPARTMENT-000458,Ban Tham mưu - Ban Chỉ huy Quân sự huyện Phú Xuyên,ban tham mưu ban chỉ huy quân sự huyện phú xuyên,ban tham muu ban chi huy quan su huyen phu xuyen,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000448,Hà Nội,BQP
BQP-DISTRICT-DEPARTMENT-000459,Ban Chính trị - Ban Chỉ huy Quân sự huyện Phú Xuyên,ban chính trị ban chỉ huy quân sự huyện phú xuyên,ban chinh tri ban chi huy quan su huyen phu xuyen,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000448,Hà Nội,BQP
BQP-DISTRICT-DEPARTMENT-000460,Ban Hậu cần - Kỹ thuật - Ban Chỉ huy Quân sự huyện Phú Xuyên,ban hậu cần kỹ thuật ban chỉ huy quân sự huyện phú xuyên,ban hau can ky thuat ban chi huy quan su huyen phu xuyen,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000448,Hà Nội,BQP
BCA-DISTRICT-000461,Công an huyện Ứng Hòa,công an huyện ứng hòa,cong an huyen ung hoa,POLICE_DISTRICT,DISTRICT,BCA-PROVINCE-000035,Hà Nội,BCA
BQP-DISTRICT-000462,Ban Chỉ huy Quân sự huyện Ứng Hòa,ban chỉ huy quân sự huyện ứng hòa,ban chi huy quan su huyen ung hoa,MILITARY_DISTRICT,DISTRICT,BQP-PROVINCE-000036,Hà Nội,BQP
BCA-DISTRICT-DEPARTMENT-000463,Đội Tổng hợp - Công an huyện Ứng Hòa,đội tổng hợp công an huyện ứng hòa,doi tong hop cong an huyen ung hoa,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000461,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000464,Đội An ninh - Công an huyện Ứng Hòa,đội an ninh công an huyện ứng hòa,doi an ninh cong an huyen ung hoa,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000461,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000465,Đội Điều tra tổng hợp - Công an huyện Ứng Hòa,đội điều tra tổng hợp công an huyện ứng hòa,doi dieu tra tong hop cong an huyen ung hoa,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000461,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000466,Đội Cảnh sát hình sự - Công an huyện Ứng Hòa,đội cảnh sát hình sự công an huyện ứng hòa,doi canh sat hinh su cong an huyen ung hoa,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000461,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000467,Đội Cảnh sát điều tra tội phạm về kinh tế - ma túy - Công an huyện Ứng Hòa,đội cảnh sát điều tra tội phạm về kinh tế ma túy công an huyện ứng hòa,doi canh sat dieu tra toi pham ve kinh te ma tuy cong an huyen ung hoa,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000461,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000468,Đội Cảnh sát QLHC về TTXH - Công an huyện Ứng Hòa,đội cảnh sát qlhc về ttxh công an huyện ứng hòa,doi canh sat qlhc ve ttxh cong an huyen ung hoa,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000461,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000469,Đội Cảnh sát Giao thông - Trật tự - Công an huyện Ứng Hòa,đội cảnh sát giao thông trật tự công an huyện ứng hòa,doi canh sat giao thong trat tu cong an huyen ung hoa,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000461,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000470,Đội Cảnh sát PCCC và CNCH - Công an huyện Ứng Hòa,đội cảnh sát pccc và cnch công an huyện ứng hòa,doi canh sat pccc va cnch cong an huyen ung hoa,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000461,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000471,Đội Cảnh sát thi hành án hình sự và HTTP - Công an huyện Ứng Hòa,đội cảnh sát thi hành án hình sự và http công an huyện ứng hòa,doi canh sat thi hanh an hinh su va http cong an huyen ung hoa,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000461,Hà Nội,BCA
BQP-DISTRICT-DEPARTMENT-000472,Ban Tham mưu - Ban Chỉ huy Quân sự huyện Ứng Hòa,ban tham mưu ban chỉ huy quân sự huyện ứng hòa,ban tham muu ban chi huy quan su huyen ung hoa,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000462,Hà Nội,BQP
BQP-DISTRICT-DEPARTMENT-000473,Ban Chính trị - Ban Chỉ huy Quân sự huyện Ứng Hòa,ban chính trị ban chỉ huy quân sự huyện ứng hòa,ban chinh tri ban chi huy quan su huyen ung hoa,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000462,Hà Nội,BQP
BQP-DISTRICT-DEPARTMENT-000474,Ban Hậu cần - Kỹ thuật - Ban Chỉ huy Quân sự huyện Ứng Hòa,ban hậu cần kỹ thuật ban chỉ huy quân sự huyện ứng hòa,ban hau can ky thuat ban chi huy quan su huyen ung hoa,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000462,Hà Nội,BQP
BCA-DISTRICT-000475,Công an huyện Mỹ Đức,công an huyện mỹ đức,cong an huyen my duc,POLICE_DISTRICT,DISTRICT,BCA-PROVINCE-000035,Hà Nội,BCA
BQP-DISTRICT-000476,Ban Chỉ huy Quân sự huyện Mỹ Đức,ban chỉ huy quân sự huyện mỹ đức,ban chi huy quan su huyen my duc,MILITARY_DISTRICT,DISTRICT,BQP-PROVINCE-000036,Hà Nội,BQP
BCA-DISTRICT-DEPARTMENT-000477,Đội Tổng hợp - Công an huyện Mỹ Đức,đội tổng hợp công an huyện mỹ đức,doi tong hop cong an huyen my duc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000475,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000478,Đội An ninh - Công an huyện Mỹ Đức,đội an ninh công an huyện mỹ đức,doi an ninh cong an huyen my duc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000475,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000479,Đội Điều tra tổng hợp - Công an huyện Mỹ Đức,đội điều tra tổng hợp công an huyện mỹ đức,doi dieu tra tong hop cong an huyen my duc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000475,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000480,Đội Cảnh sát hình sự - Công an huyện Mỹ Đức,đội cảnh sát hình sự công an huyện mỹ đức,doi canh sat hinh su cong an huyen my duc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000475,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000481,Đội Cảnh sát điều tra tội phạm về kinh tế - ma túy - Công an huyện Mỹ Đức,đội cảnh sát điều tra tội phạm về kinh tế ma túy công an huyện mỹ đức,doi canh sat dieu tra toi pham ve kinh te ma tuy cong an huyen my duc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000475,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000482,Đội Cảnh sát QLHC về TTXH - Công an huyện Mỹ Đức,đội cảnh sát qlhc về ttxh công an huyện mỹ đức,doi canh sat qlhc ve ttxh cong an huyen my duc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000475,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000483,Đội Cảnh sát Giao thông - Trật tự - Công an huyện Mỹ Đức,đội cảnh sát giao thông trật tự công an huyện mỹ đức,doi canh sat giao thong trat tu cong an huyen my duc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000475,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000484,Đội Cảnh sát PCCC và CNCH - Công an huyện Mỹ Đức,đội cảnh sát pccc và cnch công an huyện mỹ đức,doi canh sat pccc va cnch cong an huyen my duc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000475,Hà Nội,BCA
BCA-DISTRICT-DEPARTMENT-000485,Đội Cảnh sát thi hành án hình sự và HTTP - Công an huyện Mỹ Đức,đội cảnh sát thi hành án hình sự và http công an huyện mỹ đức,doi canh sat thi hanh an hinh su va http cong an huyen my duc,POLICE_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BCA-DISTRICT-000475,Hà Nội,BCA
BQP-DISTRICT-DEPARTMENT-000486,Ban Tham mưu - Ban Chỉ huy Quân sự huyện Mỹ Đức,ban tham mưu ban chỉ huy quân sự huyện mỹ đức,ban tham muu ban chi huy quan su huyen my duc,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000476,Hà Nội,BQP
BQP-DISTRICT-DEPARTMENT-000487,Ban Chính trị - Ban Chỉ huy Quân sự huyện Mỹ Đức,ban chính trị ban chỉ huy quân sự huyện mỹ đức,ban chinh tri ban chi huy quan su huyen my duc,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000476,Hà Nội,BQP
BQP-DISTRICT-DEPARTMENT-000488,Ban Hậu cần - Kỹ thuật - Ban Chỉ huy Quân sự huyện Mỹ Đức,ban hậu cần kỹ thuật ban chỉ huy quân sự huyện mỹ đức,ban hau can ky thuat ban chi huy quan su huyen my duc,MILITARY_DISTRICT_DEPT,DISTRICT_DEPARTMENT,BQP-DISTRICT-000476,Hà Nội,BQP
BCA-PROVINCE-000489,Công an tỉnh Hà Giang,công an tỉnh hà giang,cong an tinh ha giang,POLICE_PROVINCE,PROVINCE,,Hà Giang,BCA
BQP-PROVINCE-000490,Bộ Chỉ huy Quân sự tỉnh Hà Giang,bộ chỉ huy quân sự tỉnh hà giang,bo chi huy quan su tinh ha giang,MILITARY_PROVINCE,PROVINCE,,Hà Giang,BQP
BCA-PROVINCE-DEPARTMENT-000491,Phòng Tham mưu - Công an tỉnh Hà Giang,phòng tham mưu công an tỉnh hà giang,phong tham muu cong an tinh ha giang,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-000489,Hà Giang,BCA
BCA-PROVINCE-DEPARTMENT-000492,Thanh tra Công an - Công an tỉnh Hà Giang,thanh tra công an công an tỉnh hà giang,thanh tra cong an cong an tinh ha giang,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-000489,Hà Giang,BCA
BCA-PROVINCE-DEPARTMENT-000493,Phòng Tổ chức cán bộ - Công an tỉnh Hà Giang,phòng tổ chức cán bộ công an tỉnh hà giang,phong to chuc can bo cong an tinh ha giang,POLICE_DEPARTMENT,PROVINCE_DEPARTMENT,BCA-PROVINCE-000489,Hà Giang,BCA
